locus_tag	ftype	length_bp	gene	EC_number	COG	product
AOKDPPHH_00359	CDS	435	rlmM	2.1.1.186	COG2933	Ribosomal RNA large subunit methyltransferase M
AOKDPPHH_00360	CDS	561	tadA_2	3.5.4.33		tRNA-specific adenosine deaminase
AOKDPPHH_00361	CDS	723				hypothetical protein
AOKDPPHH_00362	CDS	654				hypothetical protein
AOKDPPHH_00363	CDS	1749	glnS	6.1.1.18	COG0008	Glutamine--tRNA ligase
AOKDPPHH_00364	CDS	264				hypothetical protein
AOKDPPHH_00365	CDS	687	msrA_2	1.8.4.11	COG0225	Peptide methionine sulfoxide reductase MsrA
AOKDPPHH_00366	CDS	957	tal	2.2.1.2		Transaldolase
AOKDPPHH_00367	CDS	405	rnk		COG0782	Regulator of nucleoside diphosphate kinase
AOKDPPHH_00368	CDS	129				hypothetical protein
AOKDPPHH_00369	CDS	675	oxyR_1			Hydrogen peroxide-inducible genes activator
AOKDPPHH_00370	CDS	165	oxyR_2			Hydrogen peroxide-inducible genes activator
AOKDPPHH_00371	CDS	1593	ahpF	1.8.1.-	COG3634	Alkyl hydroperoxide reductase subunit F
AOKDPPHH_00372	CDS	531	ahpC	1.11.1.15		Alkyl hydroperoxide reductase C
AOKDPPHH_00373	CDS	858	prmC	2.1.1.297	COG2890	Release factor glutamine methyltransferase
AOKDPPHH_00374	CDS	942	pip_1	3.4.11.5		Proline iminopeptidase
AOKDPPHH_00375	CDS	588	pgrR_2			HTH-type transcriptional regulator PgrR
AOKDPPHH_00376	CDS	279	benM_1			HTH-type transcriptional regulator BenM
AOKDPPHH_00377	CDS	1413	efpA			putative MFS-type transporter EfpA
AOKDPPHH_00378	CDS	798				hypothetical protein
AOKDPPHH_00379	CDS	555				hypothetical protein
AOKDPPHH_00380	CDS	951	polA_1	2.7.7.7	COG0258	DNA polymerase I
AOKDPPHH_00381	CDS	609	ydjA	1.-.-.-	COG0778	Putative NAD(P)H nitroreductase YdjA
AOKDPPHH_00382	CDS	2319				hypothetical protein
AOKDPPHH_00383	CDS	1080	pntA	7.1.1.1	COG3288	NAD(P) transhydrogenase subunit alpha
AOKDPPHH_00384	CDS	444				hypothetical protein
AOKDPPHH_00385	CDS	327				hypothetical protein
AOKDPPHH_00386	CDS	411				hypothetical protein
AOKDPPHH_00387	CDS	321				hypothetical protein
AOKDPPHH_00388	CDS	1461	pntB	7.1.1.1	COG1282	NAD(P) transhydrogenase subunit beta
AOKDPPHH_00389	CDS	330				hypothetical protein
AOKDPPHH_00390	CDS	498				hypothetical protein
AOKDPPHH_00391	CDS	1095	ilvE	2.6.1.42	COG0115	Branched-chain-amino-acid aminotransferase
AOKDPPHH_00392	CDS	1743	bprV_2	3.4.21.-	COG1404	Extracellular basic protease
AOKDPPHH_00393	CDS	495				hypothetical protein
AOKDPPHH_00394	CDS	336				hypothetical protein
AOKDPPHH_00395	CDS	594		1.6.5.2	COG0655	NAD(P)H dehydrogenase (quinone)
AOKDPPHH_00396	CDS	1275				hypothetical protein
AOKDPPHH_00397	CDS	576	resA_1			Thiol-disulfide oxidoreductase ResA
AOKDPPHH_00398	CDS	783		2.7.4.1	COG2326	Polyphosphate:ADP phosphotransferase
AOKDPPHH_00399	CDS	1707				hypothetical protein
AOKDPPHH_00400	CDS	1083	prfA		COG0216	Peptide chain release factor RF1
AOKDPPHH_00401	CDS	1179	hemA	1.2.1.70	COG0373	Glutamyl-tRNA reductase
AOKDPPHH_00402	CDS	1557	bepA_1	3.4.-.-		Beta-barrel assembly-enhancing protease
AOKDPPHH_00403	CDS	609	lolB		COG3017	Outer-membrane lipoprotein LolB
AOKDPPHH_00404	CDS	249	ispE_1	2.7.1.148		Putative 4-diphosphocytidyl-2-C-methyl-D-erythritol kinase
AOKDPPHH_00405	CDS	627	ispE_2	2.7.1.148	COG1947	4-diphosphocytidyl-2-C-methyl-D-erythritol kinase
AOKDPPHH_00406	tRNA	77				tRNA-Gln(ttg)
AOKDPPHH_00407	CDS	963	prs	2.7.6.1	COG0462	Ribose-phosphate pyrophosphokinase
AOKDPPHH_00408	CDS	621	rplY			50S ribosomal protein L25
AOKDPPHH_00409	CDS	579	pth	3.1.1.29	COG0193	Peptidyl-tRNA hydrolase
AOKDPPHH_00410	CDS	1092	ychF		COG0012	Ribosome-binding ATPase YchF
AOKDPPHH_00411	CDS	378				hypothetical protein
AOKDPPHH_00412	CDS	213				hypothetical protein
AOKDPPHH_00413	CDS	2739	btuB_4			Vitamin B12 transporter BtuB
AOKDPPHH_00414	CDS	1023				hypothetical protein
AOKDPPHH_00415	CDS	1017	iaaA	3.4.19.5	COG1446	Isoaspartyl peptidase
AOKDPPHH_00416	tRNA	86				tRNA-Tyr(gta)
AOKDPPHH_00417	tRNA	74				tRNA-Gly(tcc)
AOKDPPHH_00418	tRNA	76				tRNA-Thr(ggt)
AOKDPPHH_00419	CDS	1191	tufA_1		COG0050	Elongation factor Tu
AOKDPPHH_00420	tRNA	76				tRNA-Trp(cca)
AOKDPPHH_00421	CDS	414	secE			Protein translocase subunit SecE
AOKDPPHH_00422	CDS	564	nusG		COG0250	Transcription termination/antitermination protein NusG
AOKDPPHH_00423	CDS	699	rplA		COG0081	50S ribosomal protein L1
AOKDPPHH_00424	CDS	108				hypothetical protein
AOKDPPHH_00425	CDS	531	rplJ		COG0244	50S ribosomal protein L10
AOKDPPHH_00426	CDS	369	rplL		COG0222	50S ribosomal protein L7/L12
AOKDPPHH_00427	CDS	2829	rpoB_1	2.7.7.6		DNA-directed RNA polymerase subunit beta
AOKDPPHH_00428	CDS	1299	rpoB_2	2.7.7.6		DNA-directed RNA polymerase subunit beta
AOKDPPHH_00429	CDS	4224	rpoC	2.7.7.6		DNA-directed RNA polymerase subunit beta'
AOKDPPHH_00430	CDS	375	rpsL		COG0048	30S ribosomal protein S12
AOKDPPHH_00431	CDS	474	rpsG		COG0049	30S ribosomal protein S7
AOKDPPHH_00432	CDS	2142	fusA_1		COG0480	Elongation factor G
AOKDPPHH_00433	CDS	1191	tufA_2		COG0050	Elongation factor Tu
AOKDPPHH_00434	CDS	312	rpsJ		COG0051	30S ribosomal protein S10
AOKDPPHH_00435	CDS	651	rplC		COG0087	50S ribosomal protein L3
AOKDPPHH_00436	CDS	606	rplD		COG0088	50S ribosomal protein L4
AOKDPPHH_00437	CDS	300	rplW		COG0089	50S ribosomal protein L23
AOKDPPHH_00438	CDS	828	rplB		COG0090	50S ribosomal protein L2
AOKDPPHH_00439	CDS	270	rpsS		COG0185	30S ribosomal protein S19
AOKDPPHH_00440	CDS	336	rplV		COG0091	50S ribosomal protein L22
AOKDPPHH_00441	CDS	735	rpsC		COG0092	30S ribosomal protein S3
AOKDPPHH_00442	CDS	414	rplP		COG0197	50S ribosomal protein L16
AOKDPPHH_00443	CDS	186	rpmC		COG0255	50S ribosomal protein L29
AOKDPPHH_00444	CDS	270	rpsQ		COG0186	30S ribosomal protein S17
AOKDPPHH_00445	CDS	369	rplN		COG0093	50S ribosomal protein L14
AOKDPPHH_00446	CDS	318	rplX		COG0198	50S ribosomal protein L24
AOKDPPHH_00447	CDS	543	rplE		COG0094	50S ribosomal protein L5
AOKDPPHH_00448	CDS	573				hypothetical protein
AOKDPPHH_00449	CDS	399	rpsH		COG0096	30S ribosomal protein S8
AOKDPPHH_00450	CDS	525	rplF		COG0097	50S ribosomal protein L6
AOKDPPHH_00451	CDS	354	rplR		COG0256	50S ribosomal protein L18
AOKDPPHH_00452	CDS	543	rpsE		COG0098	30S ribosomal protein S5
AOKDPPHH_00453	CDS	192	rpmD		COG1841	50S ribosomal protein L30
AOKDPPHH_00454	CDS	444	rplO		COG0200	50S ribosomal protein L15
AOKDPPHH_00455	CDS	1368	secY		COG0201	Protein translocase subunit SecY
AOKDPPHH_00456	CDS	357	rpsM		COG0099	30S ribosomal protein S13
AOKDPPHH_00457	CDS	390	rpsK		COG0100	30S ribosomal protein S11
AOKDPPHH_00458	CDS	630	rpsD		COG0522	30S ribosomal protein S4
AOKDPPHH_00459	CDS	999	rpoA	2.7.7.6		DNA-directed RNA polymerase subunit alpha
AOKDPPHH_00460	CDS	384	rplQ		COG0203	50S ribosomal protein L17
AOKDPPHH_00461	CDS	507	dsbB		COG1495	Disulfide bond formation protein B
AOKDPPHH_00462	CDS	2127				hypothetical protein
AOKDPPHH_00463	CDS	1389	aroH	2.5.1.54	COG3200	Phospho-2-dehydro-3-deoxyheptonate aldolase
AOKDPPHH_00464	CDS	210				hypothetical protein
AOKDPPHH_00465	CDS	1143				hypothetical protein
AOKDPPHH_00466	CDS	1623	gatA	6.3.5.7	COG0154	Glutamyl-tRNA(Gln) amidotransferase subunit A
AOKDPPHH_00467	CDS	468				hypothetical protein
AOKDPPHH_00468	CDS	1848	typA		COG1217	GTP-binding protein TypA/BipA
AOKDPPHH_00469	CDS	492	ppiB	5.2.1.8	COG0652	putative peptidyl-prolyl cis-trans isomerase
AOKDPPHH_00470	CDS	987	mdh	1.1.1.37		Malate dehydrogenase
AOKDPPHH_00471	CDS	615	rluA	5.4.99.28	COG0564	Dual-specificity RNA pseudouridine synthase RluA
AOKDPPHH_00472	CDS	1836	acsA_1	6.2.1.1	COG0365	Acetyl-coenzyme A synthetase
AOKDPPHH_00473	CDS	504				hypothetical protein
AOKDPPHH_00474	CDS	1056				hypothetical protein
AOKDPPHH_00475	CDS	612	gst_1	2.5.1.18	COG0625	Glutathione S-transferase GST-4.5
AOKDPPHH_00476	CDS	459				hypothetical protein
AOKDPPHH_00477	CDS	249	fadH_1	1.3.1.34	COG0446	2,4-dienoyl-CoA reductase
AOKDPPHH_00478	CDS	1764	fadH_2	1.3.1.34	COG0446	2,4-dienoyl-CoA reductase
AOKDPPHH_00479	CDS	645				hypothetical protein
AOKDPPHH_00480	CDS	1020				Zinc-type alcohol dehydrogenase-like protein
AOKDPPHH_00481	CDS	1092	oprF		COG2885	Outer membrane porin F
AOKDPPHH_00482	CDS	507				hypothetical protein
AOKDPPHH_00483	CDS	801	rluB	5.4.99.22	COG1187	Ribosomal large subunit pseudouridine synthase B
AOKDPPHH_00484	CDS	336				hypothetical protein
AOKDPPHH_00485	CDS	1209	kbl	2.3.1.29	COG0156	2-amino-3-ketobutyrate coenzyme A ligase
AOKDPPHH_00486	CDS	693				hypothetical protein
AOKDPPHH_00487	CDS	1038	tdh	1.1.1.103	COG1063	L-threonine 3-dehydrogenase
AOKDPPHH_00488	CDS	2163	dapb2_1	3.4.14.-		Dipeptidyl aminopeptidase BII
AOKDPPHH_00489	CDS	624				hypothetical protein
AOKDPPHH_00490	CDS	645	pspA	3.1.3.3	COG0406	Phosphoserine phosphatase 1
AOKDPPHH_00491	CDS	1272	folC	6.3.2.12	COG0285	Dihydrofolate synthase/folylpolyglutamate synthase
AOKDPPHH_00492	CDS	747	dedD			Cell division protein DedD
AOKDPPHH_00493	CDS	762				hypothetical protein
AOKDPPHH_00494	CDS	1467	purF	2.4.2.14	COG0034	Amidophosphoribosyltransferase
AOKDPPHH_00495	CDS	825				hypothetical protein
AOKDPPHH_00496	CDS	378				hypothetical protein
AOKDPPHH_00497	CDS	1134				hypothetical protein
AOKDPPHH_00498	CDS	1254				hypothetical protein
AOKDPPHH_00499	CDS	741	lpxH_2	3.6.1.54	COG2908	UDP-2,3-diacylglucosamine hydrolase
AOKDPPHH_00500	CDS	540				hypothetical protein
AOKDPPHH_00501	CDS	1146	mgtA_1	2.4.1.-	COG0438	GDP-mannose-dependent alpha-mannosyltransferase
AOKDPPHH_00502	CDS	2931	btuB_5			Vitamin B12 transporter BtuB
AOKDPPHH_00503	CDS	1266	ppx	3.6.1.11	COG0248	Exopolyphosphatase
AOKDPPHH_00504	CDS	2088	ppk	2.7.4.1		Polyphosphate kinase
AOKDPPHH_00505	CDS	633	phoR_1	2.7.13.3		Phosphate regulon sensor protein PhoR
AOKDPPHH_00506	CDS	702	phoR_2	2.7.13.3		Phosphate regulon sensor protein PhoR
AOKDPPHH_00507	CDS	690	phoB		COG0745	Phosphate regulon transcriptional regulatory protein PhoB
AOKDPPHH_00508	CDS	294	bepA_2	3.4.-.-		Beta-barrel assembly-enhancing protease
AOKDPPHH_00509	CDS	1383	bepA_3	3.4.-.-		Beta-barrel assembly-enhancing protease
AOKDPPHH_00510	CDS	291	grxC		COG0695	Glutaredoxin 3
AOKDPPHH_00511	CDS	393				hypothetical protein
AOKDPPHH_00512	CDS	1005	hicd	1.1.1.87	COG0473	Homoisocitrate dehydrogenase
AOKDPPHH_00513	CDS	333				hypothetical protein
AOKDPPHH_00514	CDS	429				hypothetical protein
AOKDPPHH_00515	CDS	660				hypothetical protein
AOKDPPHH_00516	CDS	423				hypothetical protein
AOKDPPHH_00517	CDS	381				hypothetical protein
AOKDPPHH_00518	tRNA	77				tRNA-Pro(tgg)
AOKDPPHH_00519	tRNA	77				tRNA-Arg(tct)
AOKDPPHH_00520	CDS	108				hypothetical protein
AOKDPPHH_00521	CDS	1956				hypothetical protein
AOKDPPHH_00522	tRNA	77				tRNA-His(gtg)
AOKDPPHH_00523	tRNA	76				tRNA-Lys(ctt)
AOKDPPHH_00524	tRNA	76				tRNA-Lys(ctt)
AOKDPPHH_00525	CDS	660				hypothetical protein
AOKDPPHH_00526	tRNA	84				tRNA-Leu(tag)
AOKDPPHH_00527	CDS	1296	tig	5.2.1.8	COG0544	Trigger factor
AOKDPPHH_00528	CDS	453	clpP_1	3.4.21.92	COG0740	ATP-dependent Clp protease proteolytic subunit
AOKDPPHH_00529	CDS	1290	clpX		COG1219	ATP-dependent Clp protease ATP-binding subunit ClpX
AOKDPPHH_00530	CDS	2451	lon	3.4.21.53	COG0466	Lon protease
AOKDPPHH_00531	CDS	273	hupB		COG0776	DNA-binding protein HU-beta
AOKDPPHH_00532	tRNA	75				tRNA-Val(tac)
AOKDPPHH_00533	tRNA	77				tRNA-Asp(gtc)
AOKDPPHH_00534	tRNA	77				tRNA-Asp(gtc)
AOKDPPHH_00535	tRNA	77				tRNA-Asp(gtc)
AOKDPPHH_00536	tRNA	77				tRNA-Asp(gtc)
AOKDPPHH_00537	CDS	1956	ppiD	5.2.1.8	COG0760	Peptidyl-prolyl cis-trans isomerase D
AOKDPPHH_00538	CDS	1206				hypothetical protein
AOKDPPHH_00539	CDS	765	gloB_1	3.1.2.6	COG0491	Hydroxyacylglutathione hydrolase
AOKDPPHH_00540	CDS	660				hypothetical protein
AOKDPPHH_00541	CDS	453	rnhA	3.1.26.4	COG0328	Ribonuclease HI
AOKDPPHH_00542	CDS	732	dnaQ	2.7.7.7	COG0847	DNA polymerase III subunit epsilon
AOKDPPHH_00543	CDS	744	prpC_1	3.1.3.16	COG0631	Protein phosphatase PrpC
AOKDPPHH_00544	tRNA	89				tRNA-Ser(cga)
AOKDPPHH_00545	CDS	405				hypothetical protein
AOKDPPHH_00546	CDS	1047	rfaQ	2.-.-.-	COG0859	Lipopolysaccharide core heptosyltransferase RfaQ
AOKDPPHH_00547	CDS	750	kdkA	2.7.1.166	COG0515	3-deoxy-D-manno-octulosonic acid kinase
AOKDPPHH_00548	CDS	768				hypothetical protein
AOKDPPHH_00549	CDS	390				hypothetical protein
AOKDPPHH_00550	CDS	318	gdx_1		COG2076	Guanidinium exporter
AOKDPPHH_00551	tRNA	92				tRNA-Ser(gga)
AOKDPPHH_00552	CDS	1665	ruvB_1	3.6.4.12		Holliday junction ATP-dependent DNA helicase RuvB
AOKDPPHH_00553	CDS	321	ybaB		COG0718	Nucleoid-associated protein YbaB
AOKDPPHH_00554	CDS	600	recR		COG0353	Recombination protein RecR
AOKDPPHH_00555	CDS	360		3.9.1.-	COG0537	Purine nucleoside phosphoramidase
AOKDPPHH_00556	CDS	387	slp		COG3065	Outer membrane protein Slp
AOKDPPHH_00557	CDS	837	tgpA_1	2.3.2.13	COG1305	Protein-glutamine gamma-glutamyltransferase
AOKDPPHH_00558	CDS	1107	tgpA_2	2.3.2.13	COG1305	Protein-glutamine gamma-glutamyltransferase
AOKDPPHH_00559	CDS	945				hypothetical protein
AOKDPPHH_00560	CDS	954				hypothetical protein
AOKDPPHH_00561	CDS	1842				hypothetical protein
AOKDPPHH_00562	CDS	570	yceF	3.6.1.-	COG0424	7-methyl-GTP pyrophosphatase
AOKDPPHH_00563	CDS	510	yceD		COG1399	Large ribosomal RNA subunit accumulation protein YceD
AOKDPPHH_00564	CDS	195	rpmF		COG0333	50S ribosomal protein L32
AOKDPPHH_00565	CDS	978	fabH	2.3.1.180	COG0332	3-oxoacyl-[acyl-carrier-protein] synthase 3
AOKDPPHH_00566	CDS	783				hypothetical protein
AOKDPPHH_00567	CDS	945	fabD_1	2.3.1.39	COG0331	Malonyl CoA-acyl carrier protein transacylase
AOKDPPHH_00568	CDS	744	fabG_1	1.1.1.100		3-oxoacyl-[acyl-carrier-protein] reductase FabG
AOKDPPHH_00569	CDS	240	acpP_1			Acyl carrier protein
AOKDPPHH_00570	CDS	1263	fabF	2.3.1.179	COG0304	3-oxoacyl-[acyl-carrier-protein] synthase 2
AOKDPPHH_00571	CDS	1365	pabB	2.6.1.85	COG0147	Aminodeoxychorismate synthase component 1
AOKDPPHH_00572	CDS	1062	mltG	4.2.2.-	COG1559	Endolytic murein transglycosylase
AOKDPPHH_00573	CDS	420	tmk_1	2.7.4.9	COG0125	Thymidylate kinase
AOKDPPHH_00574	CDS	258	tmk_2	2.7.4.9	COG0125	Thymidylate kinase
AOKDPPHH_00575	CDS	957				hypothetical protein
AOKDPPHH_00576	CDS	354				hypothetical protein
AOKDPPHH_00577	tRNA	75				tRNA-Val(cac)
AOKDPPHH_00578	CDS	564				hypothetical protein
AOKDPPHH_00579	CDS	405				hypothetical protein
AOKDPPHH_00580	CDS	336				hypothetical protein
AOKDPPHH_00581	CDS	411				hypothetical protein
AOKDPPHH_00582	CDS	348				hypothetical protein
AOKDPPHH_00583	CDS	759				hypothetical protein
AOKDPPHH_00584	CDS	348				hypothetical protein
AOKDPPHH_00585	CDS	510				hypothetical protein
AOKDPPHH_00586	CDS	237				hypothetical protein
AOKDPPHH_00587	CDS	1074				hypothetical protein
AOKDPPHH_00588	CDS	381				hypothetical protein
AOKDPPHH_00589	CDS	438				hypothetical protein
AOKDPPHH_00590	CDS	2211	cntO_1		COG1629	Metal-pseudopaline receptor CntO
AOKDPPHH_00591	CDS	1506				hypothetical protein
AOKDPPHH_00592	CDS	1134	ybjJ_1			Inner membrane protein YbjJ
AOKDPPHH_00593	CDS	483	glpR		COG1349	Glycerol-3-phosphate regulon repressor
AOKDPPHH_00594	CDS	351				hypothetical protein
AOKDPPHH_00595	CDS	675	cmoA	2.1.3.-		Carboxy-S-adenosyl-L-methionine synthase
AOKDPPHH_00596	CDS	774				hypothetical protein
AOKDPPHH_00597	CDS	939	dmlR_3			HTH-type transcriptional regulator DmlR
AOKDPPHH_00598	CDS	2307	fhuA		COG1629	Ferrichrome outer membrane transporter/phage receptor
AOKDPPHH_00599	CDS	405				hypothetical protein
AOKDPPHH_00600	CDS	540				hypothetical protein
AOKDPPHH_00601	CDS	438				hypothetical protein
AOKDPPHH_00602	CDS	2025				hypothetical protein
AOKDPPHH_00603	CDS	1398	sdrM			Multidrug efflux pump SdrM
AOKDPPHH_00604	CDS	435	soxR		COG0789	Redox-sensitive transcriptional activator SoxR
AOKDPPHH_00605	CDS	603				hypothetical protein
AOKDPPHH_00606	CDS	489	dmlR_4			HTH-type transcriptional regulator DmlR
AOKDPPHH_00607	CDS	390				hypothetical protein
AOKDPPHH_00608	CDS	822	proC	1.5.1.2	COG0345	Pyrroline-5-carboxylate reductase
AOKDPPHH_00609	CDS	678	yggS_1		COG0325	Pyridoxal phosphate homeostasis protein
AOKDPPHH_00610	CDS	1038	pilT_2		COG2805	Twitching mobility protein
AOKDPPHH_00611	CDS	1029	pilT_3		COG2805	Twitching mobility protein
AOKDPPHH_00612	CDS	984	iolS_1	1.1.1.-	COG0667	Aldo-keto reductase IolS
AOKDPPHH_00613	CDS	408	pgrR_3			HTH-type transcriptional regulator PgrR
AOKDPPHH_00614	CDS	369	pgrR_4			HTH-type transcriptional regulator PgrR
AOKDPPHH_00615	CDS	708				hypothetical protein
AOKDPPHH_00616	CDS	546	tag	3.2.2.20	COG2818	DNA-3-methyladenine glycosylase 1
AOKDPPHH_00617	CDS	567				hypothetical protein
AOKDPPHH_00618	CDS	468	yqgF	3.1.-.-	COG0816	Putative pre-16S rRNA nuclease
AOKDPPHH_00619	CDS	951	pyrB	2.1.3.2		Aspartate carbamoyltransferase
AOKDPPHH_00620	CDS	492				hypothetical protein
AOKDPPHH_00621	CDS	276				hypothetical protein
AOKDPPHH_00622	CDS	444				hypothetical protein
AOKDPPHH_00623	CDS	1362	mgtE		COG2239	Magnesium transporter MgtE
AOKDPPHH_00624	CDS	1683	ptsI	2.7.3.9	COG1080	Phosphoenolpyruvate-protein phosphotransferase
AOKDPPHH_00625	CDS	270	ptsH		COG1925	Phosphocarrier protein HPr
AOKDPPHH_00626	CDS	207				hypothetical protein
AOKDPPHH_00627	CDS	885	rapZ		COG1660	RNase adapter protein RapZ
AOKDPPHH_00628	CDS	951	hprK	2.7.11.-	COG1493	HPr kinase/phosphorylase
AOKDPPHH_00629	CDS	426				hypothetical protein
AOKDPPHH_00630	CDS	351	hpf			Ribosome hibernation promoting factor
AOKDPPHH_00631	CDS	1425	rpoN_1		COG1508	RNA polymerase sigma-54 factor
AOKDPPHH_00632	CDS	720	lptB	3.6.3.-	COG1137	Lipopolysaccharide export system ATP-binding protein LptB
AOKDPPHH_00633	CDS	534	lptA		COG1934	Lipopolysaccharide export system protein LptA
AOKDPPHH_00634	CDS	576	lptC			Lipopolysaccharide export system protein LptC
AOKDPPHH_00635	CDS	486	kdsC	3.1.3.45	COG1778	3-deoxy-D-manno-octulosonate 8-phosphate phosphatase KdsC
AOKDPPHH_00636	CDS	954	kdsD	5.3.1.13	COG0517	Arabinose 5-phosphate isomerase KdsD
AOKDPPHH_00637	CDS	231				hypothetical protein
AOKDPPHH_00638	CDS	1272	murA	2.5.1.7	COG0766	UDP-N-acetylglucosamine 1-carboxyvinyltransferase
AOKDPPHH_00639	CDS	312				hypothetical protein
AOKDPPHH_00640	CDS	684				hypothetical protein
AOKDPPHH_00641	CDS	813				hypothetical protein
AOKDPPHH_00642	CDS	660	purN	2.1.2.2	COG0299	Phosphoribosylglycinamide formyltransferase
AOKDPPHH_00643	CDS	489				hypothetical protein
AOKDPPHH_00644	CDS	930	purM	6.3.3.1		Phosphoribosylformylglycinamidine cyclo-ligase
AOKDPPHH_00645	CDS	1128				hypothetical protein
AOKDPPHH_00646	CDS	1173			COG0628	Putative transport protein
AOKDPPHH_00647	CDS	603	hda		COG0593	DnaA regulatory inactivator Hda
AOKDPPHH_00648	CDS	711	murU	2.7.7.99	COG1208	N-acetylmuramate alpha-1-phosphate uridylyltransferase
AOKDPPHH_00649	CDS	906				hypothetical protein
AOKDPPHH_00650	CDS	270				hypothetical protein
AOKDPPHH_00651	CDS	1494				hypothetical protein
AOKDPPHH_00652	CDS	1098				hypothetical protein
AOKDPPHH_00653	CDS	726				hypothetical protein
AOKDPPHH_00654	CDS	606	ves			Protein Ves
AOKDPPHH_00655	CDS	258	cysJ_1	1.8.1.2	COG0369	Sulfite reductase [NADPH] flavoprotein alpha-component
AOKDPPHH_00656	CDS	1257				hypothetical protein
AOKDPPHH_00657	CDS	972	apbE	2.7.1.180	COG1477	FAD:protein FMN transferase
AOKDPPHH_00658	CDS	804				hypothetical protein
AOKDPPHH_00659	CDS	519				hypothetical protein
AOKDPPHH_00660	CDS	639				hypothetical protein
AOKDPPHH_00661	CDS	2352	pfeA_1		COG4771	Ferric enterobactin receptor
AOKDPPHH_00662	CDS	405				hypothetical protein
AOKDPPHH_00663	CDS	375		1.14.11.-	COG3128	PKHD-type hydroxylase
AOKDPPHH_00664	CDS	1032	ybiX	1.14.11.-		PKHD-type hydroxylase YbiX
AOKDPPHH_00665	CDS	2292	bfrD		COG4774	putative TonB-dependent receptor BfrD
AOKDPPHH_00666	CDS	405				hypothetical protein
AOKDPPHH_00667	CDS	333	bnzC		COG2146	Benzene 1,2-dioxygenase system ferredoxin subunit
AOKDPPHH_00668	CDS	228				hypothetical protein
AOKDPPHH_00669	CDS	312				hypothetical protein
AOKDPPHH_00670	CDS	651				hypothetical protein
AOKDPPHH_00671	CDS	1257	sufS	2.8.1.7	COG0520	Cysteine desulfurase SufS
AOKDPPHH_00672	CDS	1263	sufD		COG0719	FeS cluster assembly protein SufD
AOKDPPHH_00673	CDS	765	sufC		COG0396	putative ATP-dependent transporter SufC
AOKDPPHH_00674	CDS	1476	sufB		COG0719	FeS cluster assembly protein SufB
AOKDPPHH_00675	CDS	456	nsrR			HTH-type transcriptional repressor NsrR
AOKDPPHH_00676	CDS	513				hypothetical protein
AOKDPPHH_00677	CDS	198				hypothetical protein
AOKDPPHH_00678	CDS	312	yhbO	3.1.2.-	COG0693	Protein/nucleic acid deglycase 2
AOKDPPHH_00679	CDS	660				hypothetical protein
AOKDPPHH_00680	CDS	540				hypothetical protein
AOKDPPHH_00681	CDS	309				hypothetical protein
AOKDPPHH_00682	CDS	399				hypothetical protein
AOKDPPHH_00683	CDS	432	osmC	1.11.1.15	COG1764	Peroxiredoxin OsmC
AOKDPPHH_00684	CDS	879	phzF	5.3.3.17		Trans-2,3-dihydro-3-hydroxyanthranilate isomerase
AOKDPPHH_00685	CDS	873	yddE	5.1.-.-	COG0384	putative isomerase YddE
AOKDPPHH_00686	CDS	2538	lysA	4.1.1.20		Diaminopimelate decarboxylase
AOKDPPHH_00687	CDS	1353	murL	5.1.1.23		UDP-N-acetyl-alpha-D-muramoyl-L-alanyl-L-glutamate epimerase
AOKDPPHH_00688	CDS	1410	murD2	6.3.2.53		UDP-N-acetylmuramoyl-L-alanine--L-glutamate ligase
AOKDPPHH_00689	CDS	678				hypothetical protein
AOKDPPHH_00690	CDS	792				hypothetical protein
AOKDPPHH_00691	CDS	273				hypothetical protein
AOKDPPHH_00692	CDS	999	ispB	2.5.1.90	COG0142	Octaprenyl diphosphate synthase
AOKDPPHH_00693	CDS	1614	malL	3.2.1.10	COG0366	Oligo-1,6-glucosidase
AOKDPPHH_00694	CDS	2856				hypothetical protein
AOKDPPHH_00695	CDS	1752	susB	3.2.1.3		Glucan 1,4-alpha-glucosidase SusB
AOKDPPHH_00696	CDS	345				hypothetical protein
AOKDPPHH_00697	CDS	2193				hypothetical protein
AOKDPPHH_00698	CDS	1428				hypothetical protein
AOKDPPHH_00699	CDS	411				hypothetical protein
AOKDPPHH_00700	CDS	939	amyM	3.2.1.133		Maltogenic alpha-amylase
AOKDPPHH_00701	CDS	387				hypothetical protein
AOKDPPHH_00702	CDS	3585				hypothetical protein
AOKDPPHH_00703	CDS	903	btuD_2	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
AOKDPPHH_00704	CDS	459				hypothetical protein
AOKDPPHH_00705	CDS	1029	exuR_1		COG1609	putative HTH-type transcriptional repressor ExuR
AOKDPPHH_00706	CDS	570				Single-stranded DNA-binding protein
AOKDPPHH_00707	CDS	900				hypothetical protein
AOKDPPHH_00708	CDS	258				hypothetical protein
AOKDPPHH_00709	CDS	762	mpdB	1.1.1.400		2-methyl-1,2-propanediol dehydrogenase
AOKDPPHH_00710	CDS	141				hypothetical protein
AOKDPPHH_00711	CDS	744				hypothetical protein
AOKDPPHH_00712	CDS	297				hypothetical protein
AOKDPPHH_00713	CDS	867				hypothetical protein
AOKDPPHH_00714	CDS	999	iolG	1.1.1.369		Inositol 2-dehydrogenase/D-chiro-inositol 3-dehydrogenase
AOKDPPHH_00715	CDS	1218	yegT			Putative nucleoside transporter YegT
